film,oseba,vloga,mesto
270846,795981,I,4
270980,5110,I,1
270980,5346,I,2
270980,725200,I,3
270980,788340,I,4
271263,1191,I,1
271263,1705,I,2
271263,864490,I,3
271263,832852,I,4
271367,274,I,1
271367,1863,I,2
271367,855728,I,3
271367,424060,I,4
271383,618690,I,1
271383,578080,I,2
271383,136692,I,3
271383,289545,I,4
271668,1454,I,1
271668,1872,I,2
271668,272173,I,3
271668,4886,I,4
272020,602,I,1
272020,1254,I,2
272020,749263,I,3
272020,123733,I,4
272152,228,I,1
272152,313,I,2
272152,5203,I,3
272152,5569,I,4
272338,1191,I,1
272338,1833,I,2
272338,450,I,3
272338,28690,I,4
273923,4988,I,1
273923,85312,I,2
273923,4922,I,3
273923,365501,I,4
274117,1993,I,1
274117,222922,I,2
274117,332709,I,3
274117,674702,I,4
274166,100,I,1
274166,518,I,2
274166,1386,I,3
274166,212046,I,4
274558,658,I,1
274558,173,I,2
274558,194,I,3
274558,226820,I,4
274812,652,I,1
274812,350454,I,2
274812,1111,I,3
274812,690,I,4
275140,2062,I,1
275140,352,I,2
275140,792177,I,3
275140,5524,I,4
275230,473802,I,1
275230,620217,I,2
275230,739606,I,3
275230,286925,I,4
275491,305558,I,1
275491,555093,I,2
275491,194572,I,3
275491,319843,I,4
275773,1056120,I,1
275773,757049,I,2
275773,1200746,I,3
275773,559414,I,4
275847,153738,I,1
275847,761498,I,2
275847,119,I,3
275847,1773,I,4
276751,424,I,1
276751,396558,I,2
276751,1057,I,3
276751,806527,I,4
276816,339304,I,1
276816,1019734,I,2
276816,205127,I,3
276816,564697,I,4
276919,173,I,1
276919,79273,I,2
276919,2,I,3
276919,27683,I,4
277027,576,I,1
277027,201,I,2
277027,266824,I,3
277027,1848,I,4
277296,425005,I,1
277296,104526,I,2
277296,3817,I,3
277296,5026,I,4
277371,500200,I,1
277371,5326,I,2
277371,262635,I,3
277371,647638,I,4
277434,154,I,1
277434,656,I,2
277434,1427,I,3
277434,385,I,4
278238,482851,I,1
278238,538683,I,2
278238,724656,I,3
278238,71818,I,4
278488,541218,I,1
278488,714983,I,2
278488,44762,I,3
278488,258402,I,4
278500,391,I,1
278500,147,I,2
278500,640323,I,3
278500,702,I,4
278504,199,I,1
278504,245,I,2
278504,5476,I,3
278504,233027,I,4
278866,5579,I,1
278866,295115,I,2
278866,4813,I,3
278866,5254,I,4
279600,919991,I,1
279600,742146,I,2
279600,532928,I,3
279600,471036,I,4
279781,5538,I,1
279781,5558,I,2
279781,742146,I,3
279781,756089,I,4
280249,35635,I,1
280249,1254072,I,2
280249,618955,I,3
280249,1253273,I,4
280380,102,I,1
280380,234,I,2
280380,1482,I,3
280380,870204,I,4
280491,626362,I,1
280491,683116,I,2
280491,268297,I,3
280491,318383,I,4
280590,1191,I,1
280590,213,I,2
280590,1806,I,3
280590,184445,I,4
280707,1749,I,1
280707,202,I,2
280707,2091,I,3
280707,218,I,4
280720,592993,I,1
280720,1287,I,2
280720,673,I,3
280720,571106,I,4
280760,1085,I,1
280760,215,I,2
280760,156,I,3
280760,132,I,4
280969,426206,I,1
280969,501210,I,2
280969,642485,I,3
280969,716438,I,4
281322,648,I,1
281322,609,I,2
281322,393,I,3
281322,740264,I,4
281358,601553,I,1
281358,922342,I,2
281358,1075,I,3
281358,435,I,4
281373,421,I,1
281373,336,I,2
281373,5437,I,3
281373,629667,I,4
282209,1015096,I,1
282209,146536,I,2
282209,1112328,I,3
282209,1064987,I,4
282687,1401,I,1
282687,122653,I,2
282687,1724,I,3
282687,437283,I,4
283026,103038,I,1
283026,159776,I,2
283026,32375,I,3
283026,123632,I,4
283084,88127,I,1
283084,5044,I,2
283084,651,I,3
283084,458,I,4
283111,5351,I,1
283111,5346,I,2
283111,1513,I,3
283111,671980,I,4
283139,201,I,1
283139,250,I,2
283139,705,I,3
283139,517844,I,4
283632,716438,I,1
283632,89456,I,2
283632,256121,I,3
283632,231436,I,4
283832,272,I,1
283832,322,I,2
283832,201638,I,3
283832,366,I,4
284837,56187,I,1
284837,729256,I,2
284837,478834,I,3
284837,1169988,I,4
284978,562,I,1
284978,5154,I,2
284978,911,I,3
284978,916448,I,4
285331,662,I,1
285331,707476,I,2
285331,76167,I,3
285331,371660,I,4
285462,421,I,1
285462,764445,I,2
285462,761052,I,3
285462,407,I,4
285492,558182,I,1
285492,943870,I,2
285492,475129,I,3
285492,272536,I,4
285531,151,I,1
285531,5048,I,2
285531,5134,I,3
285531,507073,I,4
285742,671,I,1
285742,932,I,2
285742,801231,I,3
285742,1102991,I,4
285823,104,I,1
285823,161,I,2
285823,136,I,3
285823,353,I,4
285861,450,I,1
285861,378,I,2
285861,457,I,3
285861,1999,I,4
286106,154,I,1
286106,1618,I,2
286106,191412,I,3
286106,1113550,I,4
286112,159507,I,1
286112,955505,I,2
286112,939431,I,3
286112,628806,I,4
286244,1379544,I,1
286244,232357,I,2
286244,732220,I,3
286244,1356853,I,4
286306,68260,I,1
286306,175860,I,2
286306,236026,I,3
286306,289114,I,4
286486,4821,I,1
286486,413052,I,2
286486,439813,I,3
286486,1634,I,4
286499,619406,I,1
286499,461136,I,2
286499,1667,I,3
286499,451600,I,4
286716,51509,I,1
286716,124,I,2
286716,385,I,3
286716,524197,I,4
287467,282936,I,1
287467,194572,I,2
287467,334882,I,3
287467,914455,I,4
287717,891786,I,1
287717,754512,I,2
287717,104,I,3
287717,1303,I,4
288439,146915,I,1
288439,4936,I,2
288439,365826,I,3
288439,597223,I,4
288477,523,I,1
288477,321,I,2
288477,253035,I,3
288477,4993,I,4
288937,111197,I,1
288937,1327832,I,2
288937,3159020,I,3
288937,1494183,I,4
289043,614165,I,1
289043,365140,I,2
289043,1172,I,3
289043,658099,I,4
289765,164,I,1
289765,1570,I,2
289765,146,I,3
289765,172,I,4
289848,134,I,1
289848,345,I,2
289848,1435,I,3
289848,899995,I,4
289879,5110,I,1
289879,5442,I,2
289879,1828,I,3
289879,711805,I,4
289992,228,I,1
289992,701,I,2
289992,1473,I,3
289992,454598,I,4
290002,1774,I,1
290002,134,I,2
290002,1100,I,3
290002,1632,I,4
290095,329,I,1
290095,1349,I,2
290095,5042,I,3
290095,529,I,4
290223,945322,I,1
290223,185214,I,2
290223,3638941,I,3
290223,950830,I,4
290334,1772,I,1
290334,413168,I,2
290334,932,I,3
290334,5212,I,4
290673,899,I,1
290673,1993,I,2
290673,243355,I,3
290673,696353,I,4
290978,315041,I,1
290978,293509,I,2
290978,188871,I,3
290978,205063,I,4
291350,796153,I,1
291350,959936,I,2
291350,468708,I,3
291350,1046347,I,4
291376,438463,I,1
291376,611552,I,2
291376,700869,I,3
291376,505323,I,4
292490,451148,I,1
292490,451307,I,2
292490,451379,I,3
292490,6689,I,4
292506,199,I,1
292506,268199,I,2
292506,5256,I,3
292506,532683,I,4
292542,201857,I,1
292542,22765,I,2
292542,1903,I,3
292542,87249,I,4
292644,4735,I,1
292644,813812,I,2
292644,815370,I,3
292644,4754,I,4
292800,126023,I,1
292800,395777,I,2
292800,217221,I,3
292800,551223,I,4
292963,450,I,1
292963,160,I,2
292963,1215,I,3
292963,673,I,4
293429,1167985,I,1
293429,2537621,I,2
293429,493257,I,3
293429,3029144,I,4
293508,124930,I,1
293508,2536,I,2
293508,933940,I,3
293508,1669,I,4
293564,329,I,1
293564,676,I,2
293564,1884,I,3
293564,760796,I,4
293662,5458,I,1
293662,795517,I,2
293662,776580,I,3
293662,75710,I,4
294870,4875,I,1
294870,378880,I,2
294870,206257,I,3
294870,710829,I,4
295178,196,I,1
295178,461498,I,2
295178,1293,I,3
295178,1868,I,4
295297,705356,I,1
295297,342488,I,2
295297,914612,I,3
295297,1321,I,4
295427,1022,I,1
295427,261170,I,2
295427,332390,I,3
295427,981,I,4
295700,244630,I,1
295700,5438,I,2
295700,4825,I,3
295700,4993,I,4
295701,4874,I,1
295701,782,I,2
295701,190744,I,3
295701,168,I,4
296042,38355,I,1
296042,1071413,I,2
296042,875354,I,3
296042,837282,I,4
296574,222426,I,1
296574,482320,I,2
296574,463539,I,3
296574,84443,I,4
297162,4820,I,1
297162,219,I,2
297162,61307,I,3
297162,750019,I,4
297181,552,I,1
297181,5562,I,2
297181,463,I,3
297181,532,I,4
297494,932302,I,1
297494,1052894,I,2
297494,1075468,I,3
297494,537410,I,4
298130,915208,I,1
298130,376540,I,2
298130,4051,I,3
298130,233562,I,4
298148,196,I,1
298148,552,I,2
298148,139,I,3
298148,267,I,4
298203,4896,I,1
298203,5261,I,2
298203,107,I,3
298203,1616,I,4
298814,1173,I,1
298814,5476,I,2
298814,5148,I,3
298814,339304,I,4
299172,1132,I,1
299172,421,I,2
299172,236,I,3
299172,1642,I,4
299977,1472,I,1
299977,504897,I,2
299977,1041,I,3
299977,955471,I,4
300051,255,I,1
300051,239,I,2
300051,1211485,I,3
300051,8640,I,4
300471,329,I,1
300471,5562,I,2
300471,939056,I,3
300471,1093951,I,4
300532,98378,I,1
300532,735442,I,2
300532,205127,I,3
300532,1149633,I,4
301357,117709,I,1
301357,765911,I,2
301357,451122,I,3
301357,525518,I,4
301976,331516,I,1
301976,332,I,2
301976,228,I,3
301976,5098,I,4
302640,1705,I,1
302640,1046097,I,2
302640,267506,I,3
302640,492932,I,4
303714,1084,I,1
303714,147825,I,2
303714,1073992,I,3
303714,26364,I,4
303816,480465,I,1
303816,835045,I,2
303816,4867,I,3
303816,898597,I,4
304141,705356,I,1
304141,914612,I,2
304141,342488,I,3
304141,341743,I,4
304415,210,I,1
304415,379,I,2
304415,5466,I,3
304415,350454,I,4
304669,741,I,1
304669,107748,I,2
304669,593310,I,3
304669,5156,I,4
305206,316079,I,1
305206,75849,I,2
305206,670688,I,3
305206,1423738,I,4
305224,197,I,1
305224,1191,I,2
305224,673,I,3
305224,350079,I,4
305357,106,I,1
305357,5154,I,2
305357,139,I,3
305357,5170,I,4
305711,5110,I,1
305711,5261,I,2
305711,437283,I,3
305711,608378,I,4
306047,267506,I,1
306047,221,I,2
306047,356021,I,3
306047,97,I,4
306414,922035,I,1
306414,714698,I,2
306414,812308,I,3
306414,682495,I,4
306434,821,I,1
306434,474774,I,2
306434,784047,I,3
306434,992000,I,4
307453,226,I,1
307453,134,I,2
307453,250,I,3
307453,1401,I,4
307479,123,I,1
307479,1523,I,2
307479,876300,I,3
307479,205626,I,4
307901,1570,I,1
307901,1608,I,2
307901,450,I,3
307901,206257,I,4
307987,671,I,1
307987,5170,I,2
307987,334179,I,3
307987,615,I,4
308208,104,I,1
308208,5154,I,2
308208,650,I,3
308208,1344,I,4
308379,475878,I,1
308379,1287602,I,2
308379,1290029,I,3
308379,594655,I,4
308383,164,I,1
308383,173,I,2
308383,438,I,3
308383,641,I,4
308506,510168,I,1
308506,5151,I,2
308506,4820,I,3
308506,814259,I,4
308644,136,I,1
308644,701,I,2
308644,1046,I,3
308644,593664,I,4
309593,176882,I,1
309593,5123,I,2
309593,865302,I,3
309593,484678,I,4
309820,1212,I,1
309820,4486,I,2
309820,1811,I,3
309820,547,I,4
309912,402271,I,1
309912,68260,I,2
309912,1626,I,3
309912,980,I,4
309987,685856,I,1
309987,308039,I,2
309987,1200692,I,3
309987,151250,I,4
310775,814280,I,1
310775,793784,I,2
310775,46277,I,3
310775,510546,I,4
311289,479471,I,1
311289,244,I,2
311289,685,I,3
311289,625789,I,4
311429,125,I,1
311429,870204,I,2
311429,933959,I,3
311429,2076,I,4
311519,671326,I,1
311519,653669,I,2
311519,879365,I,3
311519,631112,I,4
312004,758608,I,1
312004,307,I,2
312004,146,I,3
312004,443153,I,4
312081,5408,I,1
312081,192505,I,2
312081,203221,I,3
312081,816844,I,4
312172,1724,I,1
312172,337020,I,2
312172,505971,I,3
312172,5025,I,4
312528,196,I,1
312528,107748,I,2
312528,266824,I,3
312528,285,I,4
312549,949,I,1
312549,268199,I,2
312549,2084,I,3
312549,1354,I,4
312843,410903,I,1
312843,619185,I,2
312843,389880,I,3
312843,766502,I,4
313043,325,I,1
313043,698346,I,2
313043,735226,I,3
313043,513010,I,4
313196,305558,I,1
313196,847799,I,2
313196,333466,I,3
313196,32793,I,4
313542,131,I,1
313542,1838,I,2
313542,432,I,3
313542,163,I,4
313737,113,I,1
313737,424,I,2
313737,1860,I,3
313737,412374,I,4
313792,95,I,1
313792,4755,I,2
313792,207,I,3
313792,362,I,4
314067,224441,I,1
314067,227708,I,2
314067,1155994,I,3
314067,1156680,I,4
314331,424,I,1
314331,567356,I,2
314331,553,I,3
314331,1473,I,4
314353,246,I,1
314353,369513,I,2
314353,899,I,3
314353,907708,I,4
314412,1631,I,1
314412,5454,I,2
314412,749263,I,3
314412,914455,I,4
314498,424060,I,1
314498,159776,I,2
314498,262635,I,3
314498,1211344,I,4
315327,120,I,1
315327,98,I,2
315327,151,I,3
315327,1311,I,4
315983,124,I,1
315983,1426,I,2
315983,253035,I,3
315983,4920,I,4
316356,126,I,1
316356,380,I,2
316356,526019,I,3
316356,72344,I,4
316396,838911,I,1
316396,5042,I,2
316396,931404,I,3
316396,1655,I,4
316654,1497,I,1
316654,379,I,2
316654,547,I,3
316654,290556,I,4
317198,250,I,1
317198,147,I,2
317198,424,I,3
317198,428121,I,4
317219,5562,I,1
317219,1372,I,2
317219,56,I,3
317219,1249256,I,4
317248,1179105,I,1
317248,1129884,I,2
317248,618690,I,3
317248,1249574,I,4
317303,552,I,1
317303,307531,I,2
317303,1378,I,3
317303,1872,I,4
317648,1557,I,1
317648,1725,I,2
317648,733196,I,3
317648,518321,I,4
317705,5266,I,1
317705,168,I,2
317705,456,I,3
317705,5134,I,4
317740,661,I,1
317740,242,I,2
317740,1570,I,3
317740,234,I,4
317919,129,I,1
317919,1157358,I,2
317919,609,I,3
317919,450,I,4
318034,233107,I,1
318034,974692,I,2
318034,610593,I,3
318034,1162046,I,4
318283,5561,I,1
318283,5028,I,2
318283,1601,I,3
318283,521,I,4
318462,305558,I,1
318462,209404,I,2
318462,535502,I,3
318462,608187,I,4
318627,170,I,1
318627,347149,I,2
318627,531095,I,3
318627,4912,I,4
318649,190,I,1
318649,4851,I,2
318649,1872,I,3
318649,15617,I,4
318871,370650,I,1
318871,1827148,I,2
318871,1321026,I,3
318871,998439,I,4
318974,598,I,1
318974,671,I,2
318974,248408,I,3
318974,574,I,4
319061,191,I,1
319061,1215,I,2
319061,1082,I,3
319061,1448,I,4
319262,598,I,1
319262,350453,I,2
319262,2536,I,3
319262,5231,I,4
320037,453994,I,1
320037,7233717,I,2
320037,2281865,I,3
320037,1309872,I,4
320244,346,I,1
320244,190497,I,2
320244,1293,I,3
320244,769311,I,4
320661,89217,I,1
320661,1200692,I,2
320661,553,I,3
320661,359398,I,4
320691,295,I,1
320691,5454,I,2
320691,111274,I,3
320691,790688,I,4
321018,4789,I,1
321018,1259,I,2
321018,427358,I,3
321018,343678,I,4
322259,908094,I,1
322259,879085,I,2
322259,369513,I,3
322259,578949,I,4
322330,130,I,1
322330,517820,I,2
322330,1319,I,3
322330,332390,I,4
322420,830371,I,1
322420,812597,I,2
322420,873190,I,3
322420,467451,I,4
323013,4335,I,1
323013,6689,I,2
323013,821,I,3
323013,700875,I,4
323033,112,I,1
323033,194,I,2
323033,205,I,3
323033,790688,I,4
323120,1480430,I,1
323120,301157,I,2
323120,106549,I,3
323120,394889,I,4
323939,1195753,I,1
323939,1515380,I,2
323939,869815,I,3
323939,535084,I,4
324216,4754,I,1
324216,6958,I,2
324216,117420,I,3
324216,498713,I,4
324554,1326,I,1
324554,1208167,I,2
324554,498,I,3
324554,126284,I,4
325537,1674,I,1
325537,5170,I,2
325537,5551,I,3
325537,48414,I,4
325655,496806,I,1
325655,1210703,I,2
325655,1204831,I,3
325655,2116899,I,4
325703,1401,I,1
325703,124930,I,2
325703,57368,I,3
325703,1354,I,4
325710,129,I,1
325710,913822,I,2
325710,175262,I,3
325710,40472,I,4
325805,115,I,1
325805,517844,I,2
325805,5377,I,3
325805,22883,I,4
325980,136,I,1
325980,1691,I,2
325980,89217,I,3
325980,461136,I,4
326769,401,I,1
326769,1035682,I,2
326769,428963,I,3
326769,5023,I,4
326856,1774,I,1
326856,85312,I,2
326856,1838,I,3
326856,688132,I,4
326905,973,I,1
326905,1212,I,2
326905,290556,I,3
326905,541120,I,4
327056,576,I,1
327056,209,I,2
327056,102,I,3
327056,2536,I,4
327084,246,I,1
327084,788009,I,2
327084,136797,I,3
327084,843100,I,4
327137,5286,I,1
327137,323,I,2
327137,380,I,3
327137,1718,I,4
327162,173,I,1
327162,541,I,2
327162,111,I,3
327162,335,I,4
327247,246,I,1
327247,1612,I,2
327247,449,I,3
327247,1605,I,4
327437,329,I,1
327437,176869,I,2
327437,980,I,3
327437,870,I,4
327554,932,I,1
327554,232,I,2
327554,973,I,3
327554,933727,I,4
327679,4266,I,1
327679,199215,I,2
327679,144,I,3
327679,525921,I,4
327850,425005,I,1
327850,5405,I,2
327850,686,I,3
327850,206257,I,4
328107,243,I,1
328107,686,I,2
328107,266824,I,3
328107,593664,I,4
328538,939697,I,1
328538,456,I,2
328538,1223023,I,3
328538,1227814,I,4
328589,178,I,1
328589,100556,I,2
328589,644897,I,3
328589,242026,I,4
328828,4755,I,1
328828,4989,I,2
328828,5405,I,3
328828,506405,I,4
328880,1618,I,1
328880,836836,I,2
328880,1548,I,3
328880,707262,I,4
329101,387,I,1
329101,457090,I,2
329101,746714,I,3
329101,444621,I,4
329575,1497,I,1
329575,313,I,2
329575,6969,I,3
329575,177933,I,4
329774,1084,I,1
329774,168,I,2
329774,353,I,3
329774,5454,I,4
330099,1252,I,1
330099,1721,I,2
330099,862841,I,3
330099,1686350,I,4
330251,884,I,1
330251,354157,I,2
330251,391274,I,3
330251,477,I,4
330373,705356,I,1
330373,914612,I,2
330373,342488,I,3
330373,843059,I,4
330793,5048,I,1
330793,237,I,2
330793,526,I,3
330793,5009,I,4
331468,598,I,1
331468,232,I,2
331468,1151,I,3
331468,496,I,4
331632,5327,I,1
331632,1264,I,2
331632,498,I,3
331632,4802,I,4
331933,169,I,1
331933,587396,I,2
331933,307726,I,3
331933,147825,I,4
331953,151540,I,1
331953,200,I,2
331953,373571,I,3
331953,529050,I,4
332136,1349,I,1
332136,629493,I,2
332136,929489,I,3
332136,362051,I,4
332280,1687,I,1
332280,1258,I,2
332280,1046097,I,3
332280,331516,I,4
332379,85312,I,1
332379,925234,I,2
332379,349,I,3
332379,664238,I,4
332452,93,I,1
332452,93,I,1
332452,51509,I,2
332452,51509,I,2
332452,89217,I,3
332452,89217,I,3
332452,2103,I,4
332452,2103,I,4
332658,614165,I,1
332658,531808,I,2
332658,268199,I,3
332658,376602,I,4
333780,702,I,1
333780,398,I,2
333780,627878,I,3
333780,5093,I,4
335119,424060,I,1
335119,147,I,2
335119,929489,I,3
335119,661407,I,4
335121,134,I,1
335121,1427,I,2
335121,5381,I,3
335121,1080974,I,4
335245,158,I,1
335245,5541,I,2
335245,355659,I,3
335245,799777,I,4
335266,195,I,1
335266,424060,I,2
335266,610,I,3
335266,267506,I,4
335438,1774,I,1
335438,5562,I,2
335438,4879,I,3
335438,681,I,4
335563,174,I,1
335563,1435,I,2
335563,98378,I,3
335563,775,I,4
337103,606,I,1
337103,536095,I,2
337103,489,I,3
337103,1301340,I,4
337563,4950,I,1
337563,749263,I,2
337563,339460,I,3
337563,785227,I,4
337741,197,I,1
337741,473,I,2
337741,206,I,3
337741,1605,I,4
337909,545,I,1
337909,910278,I,2
337909,934362,I,3
337909,17596,I,4
337921,107,I,1
337921,262635,I,2
337921,5458,I,3
337921,513,I,4
337978,246,I,1
337978,519043,I,2
337978,648249,I,3
337978,702572,I,4
338013,120,I,1
338013,701,I,2
338013,929489,I,3
338013,4423,I,4
338077,111013,I,1
338077,449466,I,2
338077,1036181,I,3
338077,896735,I,4
338095,208426,I,1
338095,494069,I,2
338095,619600,I,3
338095,451076,I,4
338097,234,I,1
338097,870204,I,2
338097,4851,I,3
338097,470981,I,4
338135,320721,I,1
338135,77715,I,2
338135,1234157,I,3
338135,189887,I,4
338216,51509,I,1
338216,106,I,2
338216,380,I,3
338216,813902,I,4
338325,369513,I,1
338325,677,I,2
338325,1199,I,3
338325,838,I,4
338337,255,I,1
338337,1173,I,2
338337,235,I,3
338337,355910,I,4
338348,158,I,1
338348,178875,I,2
338348,5052,I,3
338348,366667,I,4
338427,188,I,1
338427,132,I,2
338427,5403,I,3
338427,933098,I,4
338466,354,I,1
338466,1427,I,2
338466,578949,I,3
338466,333,I,4
338512,1602,I,1
338512,383603,I,2
338512,237835,I,3
338512,629127,I,4
338564,490489,I,1
338564,504897,I,2
338564,938893,I,3
338564,874676,I,4
338751,138,I,1
338751,949,I,2
338751,295,I,3
338751,604,I,4
338763,297885,I,1
338763,6857571,I,2
338763,1099171,I,3
338763,1119539,I,4
339034,1225628,I,1
339034,1227702,I,2
339034,1349694,I,3
339034,741242,I,4
339291,120,I,1
339291,179,I,2
339291,658,I,3
339291,14582,I,4
340012,906,I,1
340012,2091,I,2
340012,1999,I,3
340012,460,I,4
340163,246,I,1
340163,1629,I,2
340163,5583,I,3
340163,1497548,I,4
340377,227759,I,1
340377,165101,I,2
340377,134072,I,3
340377,71345,I,4
340855,234,I,1
340855,207,I,2
340855,1136,I,3
340855,855564,I,4
342258,1472,I,1
342258,1364,I,2
342258,151,I,3
342258,174403,I,4
342735,397171,I,1
342735,207218,I,2
342735,418,I,3
342735,353,I,4
343135,1774,I,1
343135,98,I,2
343135,5226,I,3
343135,450,I,4
343314,906945,I,1
343314,996651,I,2
343314,579914,I,3
343314,1146051,I,4
343660,1191,I,1
343660,106,I,2
343660,1705,I,3
343660,276,I,4
343737,354,I,1
343737,1401,I,2
343737,134,I,3
343737,285,I,4
343818,226,I,1
343818,5256,I,2
343818,339304,I,3
343818,876138,I,4
344510,851582,I,1
344510,880484,I,2
344510,149,I,3
344510,684500,I,4
345061,209,I,1
345061,608090,I,2
345061,700875,I,3
345061,407033,I,4
345950,444786,I,1
345950,1787,I,2
345950,120309,I,3
345950,492657,I,4
346094,960230,I,1
346094,867780,I,2
346094,312648,I,3
346094,456400,I,4
346156,569,I,1
346156,179,I,2
346156,1401,I,3
346156,610,I,4
346491,268199,I,1
346491,164,I,2
346491,206257,I,3
346491,1401,I,4
346631,925220,I,1
346631,1696,I,2
346631,907708,I,3
346631,2364,I,4
346723,451321,I,1
346723,611552,I,2
346723,37017,I,3
346723,787474,I,4
347048,960379,I,1
347048,1402546,I,2
347048,456077,I,3
347048,1597241,I,4
347149,47962,I,1
347149,454120,I,2
347149,309107,I,3
347149,594271,I,4
347304,6689,I,1
347304,451321,I,2
347304,451307,I,3
347304,80149,I,4
347332,821,I,1
347332,474774,I,2
347332,222426,I,3
347332,706787,I,4
347618,407514,I,1
347618,354560,I,2
347618,535329,I,3
347618,1303233,I,4
348150,746125,I,1
348150,228,I,2
348150,98378,I,3
348150,5188,I,4
348333,5351,I,1
348333,267506,I,2
348333,197855,I,3
348333,519043,I,4
348593,313,I,1
348593,107,I,2
348593,287898,I,3
348593,1102577,I,4
348836,932,I,1
348836,4851,I,2
348836,375,I,3
348836,1165,I,4
348914,648249,I,1
348914,574534,I,2
348914,662504,I,3
348914,374,I,4
349047,378660,I,1
349047,442622,I,2
349047,870780,I,3
349047,459693,I,4
349205,188,I,1
349205,1372,I,2
349205,240381,I,3
349205,5305,I,4
349683,654110,I,1
349683,226820,I,2
349683,461136,I,3
349683,344435,I,4
349710,1618,I,1
349710,237,I,2
349710,57150,I,3
349710,1598,I,4
349825,621,I,1
349825,165101,I,2
349825,922263,I,3
349825,1187,I,4
349903,123,I,1
349903,93,I,2
349903,210,I,3
349903,1876,I,4
350258,4937,I,1
350258,5093,I,2
350258,913488,I,3
350258,694066,I,4
350261,182,I,1
350261,602,I,2
350261,151,I,3
350261,524197,I,4
350448,5175,I,1
350448,1783797,I,2
350448,601619,I,3
350448,400251,I,4
351283,1674,I,1
351283,1774,I,2
351283,1710,I,3
351283,586,I,4
351817,760796,I,1
351817,594533,I,2
351817,462042,I,3
351817,652592,I,4
351977,425005,I,1
351977,1008709,I,2
351977,424216,I,3
351977,100889,I,4
352248,128,I,1
352248,250,I,2
352248,81572,I,3
352248,316079,I,4
353969,814280,I,1
353969,1235292,I,2
353969,1323287,I,3
353969,1138201,I,4
354899,305558,I,1
354899,1250,I,2
354899,591877,I,3
354899,149260,I,4
355295,354,I,1
355295,5132,I,2
355295,899,I,3
355295,1996295,I,4
355702,5132,I,1
355702,386472,I,2
355702,711559,I,3
355702,424216,I,4
356150,1310709,I,1
