film,oseba,vloga,mesto
889583,3495911,I,4
890870,68551,I,1
890870,666398,I,2
890870,274371,I,3
890870,541908,I,4
891527,129,I,1
891527,658,I,2
891527,602,I,3
891527,671567,I,4
891592,471036,I,1
891592,568180,I,2
891592,3817,I,3
891592,5098,I,4
892318,1086543,I,1
892318,305558,I,2
892318,603,I,3
892318,213482,I,4
892767,598,I,1
892767,955471,I,2
892767,1086384,I,3
892767,4286,I,4
892769,59431,I,1
892769,124930,I,2
892769,2395586,I,3
892769,272401,I,4
892782,702,I,1
892782,933988,I,2
892782,170306,I,3
892782,736622,I,4
892791,196,I,1
892791,139,I,2
892791,552,I,3
892791,104,I,4
897361,517820,I,1
897361,566,I,2
897361,568180,I,3
897361,7491,I,4
898266,301959,I,1
898266,1433588,I,2
898266,192505,I,3
898266,374865,I,4
899106,98,I,1
899106,1173,I,2
899106,283945,I,3
899106,2253,I,4
899128,463,I,1
899128,134072,I,2
899128,2067953,I,3
899128,1595,I,4
900387,931329,I,1
900387,218,I,2
900387,3053338,I,3
900387,1101713,I,4
901476,5028,I,1
901476,4266,I,2
901476,298,I,3
901476,1034965,I,4
901507,363652,I,1
901507,265492,I,2
901507,1316819,I,3
901507,543598,I,4
902955,1625479,I,1
902955,1687151,I,2
902955,997673,I,3
902955,1698655,I,4
903624,293509,I,1
903624,5212,I,2
903624,35514,I,3
903624,785227,I,4
903747,186505,I,1
903747,666739,I,2
903747,348152,I,3
903747,1336827,I,4
904208,141,I,1
904208,1523,I,2
904208,359577,I,3
904208,781899,I,4
905372,935541,I,1
905372,249291,I,2
905372,860947,I,3
905372,647638,I,4
906108,1347153,I,1
906108,1390,I,2
906108,495095,I,3
906108,948272,I,4
906665,411692,I,1
906665,766233,I,2
906665,233,I,3
906665,27942,I,4
907657,360598,I,1
907657,2461627,I,2
907657,2008013,I,3
907657,2478608,I,4
910936,736622,I,1
910936,290556,I,2
910936,170550,I,3
910936,1144419,I,4
910970,123785,I,1
910970,2264184,I,2
910970,307531,I,3
910970,929609,I,4
913354,1551922,I,1
913354,369,I,2
913354,401,I,3
913354,606,I,4
914387,335,I,1
914387,126284,I,2
914387,4883,I,3
914387,2185539,I,4
914798,2633535,I,1
914798,667,I,2
914798,1670029,I,3
914798,2726789,I,4
914863,168,I,1
914863,5251,I,2
914863,790688,I,3
914863,740535,I,4
918927,658,I,1
918927,450,I,2
918927,10736,I,3
918927,205626,I,4
918940,2907,I,1
918940,4920741,I,2
918940,7222287,I,3
918940,910607,I,4
924129,148,I,1
924129,171,I,2
924129,501,I,3
924129,836343,I,4
925266,1195855,I,1
925266,295484,I,2
925266,564277,I,3
925266,197715,I,4
926084,705356,I,1
926084,914612,I,2
926084,342488,I,3
926084,631490,I,4
926762,100460,I,1
926762,670350,I,2
926762,774386,I,3
926762,888652,I,4
929632,2829737,I,1
929632,594898,I,2
929632,1745736,I,3
929632,1014,I,4
934814,1157048,I,1
934814,2088803,I,2
934814,1382427,I,3
934814,6710,I,4
936501,553,I,1
936501,1192254,I,2
936501,463,I,3
936501,650702,I,4
938283,3226241,I,1
938283,2443758,I,2
938283,1717152,I,3
938283,2353862,I,4
938305,121605,I,1
938305,225,I,2
938305,417,I,3
938305,925220,I,4
940709,159507,I,1
940709,2514879,I,2
940709,2922341,I,3
940709,8544588,I,4
942384,942901,I,1
942384,5388,I,2
942384,392073,I,3
942384,1495452,I,4
942385,1774,I,1
942385,85312,I,2
942385,375,I,3
942385,434854,I,4
944834,512071,I,1
944834,863816,I,2
944834,619600,I,3
944834,495166,I,4
944835,1401,I,1
944835,630,I,2
944835,252230,I,3
944835,646037,I,4
944947,3592338,I,1
944947,227759,I,2
944947,3229685,I,3
944947,372176,I,4
945513,350453,I,1
945513,1157358,I,2
945513,267812,I,3
945513,942482,I,4
947798,204,I,1
947798,5109,I,2
947798,1993,I,3
947798,213,I,4
947802,168,I,1
947802,933940,I,2
947802,913488,I,3
947802,322002,I,4
947810,354,I,1
947810,5042,I,2
947810,1427,I,3
947810,620981,I,4
948470,1940449,I,1
948470,1297015,I,2
948470,406975,I,3
948470,451234,I,4
949731,242,I,1
949731,221046,I,2
949731,491,I,3
949731,1496319,I,4
952640,5134,I,1
952640,46559,I,2
952640,439739,I,3
952640,189144,I,4
955308,128,I,1
955308,949,I,2
955308,532193,I,3
955308,1884,I,4
955322,365501,I,1
955322,479527,I,2
955322,327779,I,3
955322,1335291,I,4
955346,1533927,I,1
955346,617009,I,2
955346,230655,I,3
955346,815370,I,4
956038,178,I,1
956038,152,I,2
956038,5221,I,3
956038,205626,I,4
959329,4997,I,1
959329,5406,I,2
959329,856012,I,3
959329,896117,I,4
959337,138,I,1
959337,701,I,2
959337,280199,I,3
959337,745751,I,4
960144,1191,I,1
960144,1806,I,2
960144,4825,I,3
960144,841910,I,4
960731,1191,I,1
960731,5392,I,2
960731,1073,I,3
960731,1602,I,4
961097,1342060,I,1
961097,660854,I,2
961097,255362,I,3
961097,167388,I,4
961108,5351,I,1
961108,353,I,2
961108,1833,I,3
961108,5251,I,4
961722,835045,I,1
961722,781913,I,2
961722,1597498,I,3
961722,1507985,I,4
962826,1123476,I,1
962826,620657,I,2
962826,841448,I,3
962826,376860,I,4
963178,654110,I,1
963178,915208,I,2
963178,90,I,3
963178,860947,I,4
963194,649,I,1
963194,372117,I,2
963194,891786,I,3
963194,109208,I,4
963794,39162,I,1
963794,540441,I,2
963794,6958,I,3
963794,1377561,I,4
963966,115,I,1
963966,59431,I,2
963966,547,I,3
963966,1954240,I,4
964185,1252,I,1
964185,2403277,I,2
964185,893941,I,3
964185,702379,I,4
964516,1231899,I,1
964516,2144007,I,2
964516,2585918,I,3
964516,451170,I,4
964517,242,I,1
964517,288,I,2
964517,10736,I,3
964517,502425,I,4
964539,192,I,1
964539,893257,I,2
964539,1218757,I,3
964539,922995,I,4
964587,1506908,I,1
964587,391,I,2
964587,2605345,I,3
964587,2092886,I,4
965394,850102,I,1
965394,242903,I,2
965394,382216,I,3
965394,730455,I,4
968264,705,I,1
968264,564215,I,2
968264,929489,I,3
968264,177,I,4
970179,2633535,I,1
970179,1631269,I,2
970179,489,I,3
970179,1426,I,4
970411,1519680,I,1
970411,429363,I,2
970411,195,I,3
970411,752379,I,4
970416,206,I,1
970416,124,I,2
970416,870,I,3
970416,1535523,I,4
970452,700856,I,1
970452,1884,I,2
970452,1248393,I,3
970452,592,I,4
970866,1774,I,1
970866,1632,I,2
970866,134,I,3
970866,5562,I,4
971209,170,I,1
971209,1872,I,2
971209,648249,I,3
971209,760989,I,4
972412,5532,I,1
972412,11882,I,2
972412,834380,I,3
972412,4875,I,4
974015,255,I,1
974015,2933757,I,2
974015,597388,I,3
974015,3009232,I,4
974554,1426,I,1
974554,4851,I,2
974554,165101,I,3
974554,454,I,4
974661,1374980,I,1
974661,1612,I,2
974661,5182,I,3
974661,502073,I,4
975645,164,I,1
975645,545,I,2
975645,424060,I,3
975645,396812,I,4
976014,241173,I,1
976014,1974920,I,2
976014,334561,I,3
976014,1482818,I,4
976192,5079,I,1
976192,327,I,2
976192,495450,I,3
976192,217221,I,4
978759,502425,I,1
978759,1130728,I,2
978759,1668208,I,3
978759,1574,I,4
978762,1057,I,1
978762,450,I,2
978762,51509,I,3
978762,402032,I,4
979432,114,I,1
979432,531808,I,2
979432,788335,I,3
979432,924154,I,4
980970,1602660,I,1
980970,1342727,I,2
980970,1670137,I,3
980970,2401020,I,4
981227,148418,I,1
981227,993507,I,2
981227,1683094,I,3
981227,1969169,I,4
983213,594647,I,1
983213,2710673,I,2
983213,1178570,I,3
983213,2794388,I,4
983514,1451059,I,1
983514,807368,I,2
983514,1112616,I,3
983514,4014969,I,4
983983,1017994,I,1
983983,816950,I,2
983983,916432,I,3
983983,361957,I,4
985344,1920556,I,1
985344,1943661,I,2
985344,476678,I,3
985344,473873,I,4
985694,1803,I,1
985694,735442,I,2
985694,134,I,3
985694,4695,I,4
986233,334324,I,1
986233,2565,I,2
986233,589665,I,3
986233,573054,I,4
986263,246,I,1
986263,593664,I,2
986263,609,I,3
986263,683253,I,4
986264,2594301,I,1
986264,451148,I,2
986264,1538116,I,3
986264,1479650,I,4
988045,375,I,1
988045,179,I,2
988045,1046097,I,3
988045,835016,I,4
988047,332,I,1
988047,1602,I,2
988047,659544,I,3
988047,846548,I,4
988595,1337,I,1
988595,5188,I,2
988595,15196,I,3
988595,450116,I,4
988824,847594,I,1
988824,281068,I,2
988824,1512156,I,3
988824,1468944,I,4
989757,1475594,I,1
989757,1086543,I,2
989757,420955,I,3
989757,1794,I,4
990407,736622,I,1
990407,1727100,I,2
990407,910607,I,3
990407,139,I,4
992911,947447,I,1
992911,465503,I,2
992911,514998,I,3
992911,628877,I,4
993840,1176985,I,1
993840,3480246,I,2
993840,478886,I,3
993840,1165044,I,4
993842,1519680,I,1
993842,949,I,2
993842,51509,I,3
993842,3043279,I,4
993846,138,I,1
993846,1706767,I,2
993846,3053338,I,3
993846,190,I,4
995031,474774,I,1
995031,1799038,I,2
995031,1832004,I,3
995031,665349,I,4
995039,315041,I,1
995039,1427,I,2
995039,495,I,3
995039,1994167,I,4
997152,4778,I,1
997152,1544217,I,2
997152,1845,I,3
997152,1192254,I,4
1000734,684877,I,1
1000734,325221,I,2
1000734,526724,I,3
1000734,534772,I,4
1000774,572,I,1
1000774,326,I,2
1000774,633223,I,3
1000774,4862,I,4
1001482,1057,I,1
1001482,179173,I,2
1001482,1679669,I,3
1001482,1507857,I,4
1001508,329481,I,1
1001508,98,I,2
1001508,124,I,3
1001508,2079681,I,4
1007028,736622,I,1
1007028,6969,I,2
1007028,732497,I,3
1007028,66144,I,4
1007029,658,I,1
1007029,980,I,2
1007029,1290,I,3
1007029,114742,I,4
1010048,2353862,I,1
1010048,2951768,I,2
1010048,795661,I,3
1010048,438463,I,4
1013743,129,I,1
1013743,139,I,2
1013743,765597,I,3
1013743,3244,I,4
1013752,4874,I,1
1013752,908094,I,2
1013752,735442,I,3
1013752,108287,I,4
1013753,576,I,1
1013753,982,I,2
1013753,386472,I,3
1013753,526019,I,4
1013860,746125,I,1
1013860,1715194,I,2
1013860,403134,I,3
1013860,4875,I,4
1014759,1985859,I,1
1014759,136,I,2
1014759,307,I,3
1014759,4266,I,4
1014763,362766,I,1
1014763,198,I,2
1014763,636426,I,3
1014763,1172478,I,4
1014775,106,I,1
1014775,520064,I,2
1014775,5305,I,3
1014775,136572,I,4
1017460,4778,I,1
1017460,1631,I,2
1017460,152035,I,3
1017460,1682412,I,4
1019452,836121,I,1
1019452,454236,I,2
1019452,3102689,I,3
1019452,577329,I,4
1020072,654648,I,1
1020072,252238,I,2
1020072,1856,I,3
1020072,929489,I,4
1020530,717709,I,1
1020530,1055413,I,2
1020530,255108,I,3
1020530,1925239,I,4
1020558,1055413,I,1
1020558,922035,I,2
1020558,1385871,I,3
1020558,936591,I,4
1020773,300,I,1
1020773,1468516,I,2
1020773,140643,I,3
1020773,622145,I,4
1020885,1524,I,1
1020885,179479,I,2
1020885,1769728,I,3
1020885,1278926,I,4
1022603,221046,I,1
1022603,330687,I,2
1022603,34309,I,3
1022603,1631269,I,4
1023111,267511,I,1
1023111,5023,I,2
1023111,1720028,I,3
1023111,1544217,I,4
1023114,836343,I,1
1023114,438,I,2
1023114,268199,I,3
1023114,1058007,I,4
1023481,1382207,I,1
1023481,263759,I,2
1023481,144260,I,3
1023481,1782560,I,4
1024255,731075,I,1
1024255,1644,I,2
1024255,1670,I,3
1024255,1943692,I,4
1024648,255,I,1
1024648,186505,I,2
1024648,422,I,3
1024648,273,I,4
1024715,5377,I,1
1024715,1378,I,2
1024715,531808,I,3
1024715,2659660,I,4
1025100,226,I,1
1025100,935541,I,2
1025100,654110,I,3
1025100,938950,I,4
1027718,479471,I,1
1027718,140,I,2
1027718,1659547,I,3
1027718,982,I,4
1028528,621,I,1
1028528,1057928,I,2
1028528,206257,I,3
1028528,1089685,I,4
1028532,152,I,1
1028532,260,I,2
1028532,846480,I,3
1028532,2105255,I,4
1029120,5561,I,1
1029120,593664,I,2
1029120,520064,I,3
1029120,56770,I,4
1029231,4335,I,1
1029231,1059103,I,2
1029231,1231899,I,3
1029231,2144007,I,4
1029234,1662011,I,1
1029234,1227864,I,2
1029234,126743,I,3
1029234,869590,I,4
1029360,5377,I,1
1029360,1679669,I,2
1029360,4149623,I,3
1029360,3061574,I,4
1032751,417520,I,1
1032751,98378,I,2
1032751,1691,I,3
1032751,396812,I,4
1032856,299924,I,1
1032856,253813,I,2
1032856,2759746,I,3
1032856,622384,I,4
1033643,139,I,1
1033643,5110,I,2
1033643,1117791,I,3
1033643,1128572,I,4
1034032,124930,I,1
1034032,355910,I,2
1034032,524839,I,3
1034032,5520,I,4
1034303,185819,I,1
1034303,630,I,2
1034303,68260,I,3
1034303,1111968,I,4
1034314,1087430,I,1
1034314,456130,I,2
1034314,653248,I,3
1034314,1424,I,4
1034331,134,I,1
1034331,199,I,2
1034331,1303,I,3
1034331,1265067,I,4
1034389,1475594,I,1
1034389,68260,I,2
1034389,661,I,3
1034389,351495,I,4
1034415,1631269,I,1
1034415,842770,I,2
1034415,382566,I,3
1034415,1728249,I,4
1037218,185819,I,1
1037218,1002662,I,2
1037218,1073992,I,3
1037218,931404,I,4
1037705,243,I,1
1037705,5109,I,2
1037705,829032,I,3
1037705,198,I,4
1038686,79273,I,1
1038686,598,I,2
1038686,1165,I,3
1038686,85407,I,4
1038919,98,I,1
1038919,124930,I,2
1038919,1631320,I,3
1038919,307534,I,4
1038988,892299,I,1
1038988,970337,I,2
1038988,1970851,I,3
1038988,744485,I,4
1041829,113,I,1
1041829,5351,I,2
1041829,5460,I,3
1041829,5266,I,4
1043726,1553725,I,1
1043726,4719349,I,2
1043726,12078,I,3
1043726,1861467,I,4
1043813,4154798,I,1
1043813,2993012,I,2
1043813,3994407,I,3
1043813,7509279,I,4
1045658,177896,I,1
1045658,2225369,I,2
1045658,134,I,3
1045658,915865,I,4
1045772,120,I,1
1045772,191,I,2
1045772,5182,I,3
1045772,763928,I,4
1045778,85312,I,1
1045778,148418,I,2
1045778,1312575,I,3
1045778,1624,I,4
1046173,598,I,1
1046173,1475594,I,2
1046173,5541,I,3
1046173,15382,I,4
1047540,345,I,1
1047540,541,I,2
1047540,673,I,3
1047540,779866,I,4
1049402,290556,I,1
1049402,745403,I,2
1049402,2062720,I,3
1049402,3117836,I,4
1049413,799,I,1
1049413,2973712,I,2
1049413,1652,I,3
1049413,1626,I,4
1051220,2581521,I,1
1051220,1419440,I,2
1051220,71847,I,3
1051220,3472898,I,4
1051904,85312,I,1
1051904,1910255,I,2
1051904,3843467,I,3
1051904,2619114,I,4
1051906,5253,I,1
1051906,2719825,I,2
1051906,2976830,I,3
1051906,388038,I,4
1053424,179,I,1
1053424,1845,I,2
1053424,103797,I,3
1053424,630,I,4
1054580,3094966,I,1
1054580,5101259,I,2
1054580,5101419,I,3
1054580,5100267,I,4
1054606,1626,I,1
1054606,2178959,I,2
1054606,5132,I,3
1054606,1940449,I,4
1055292,1337,I,1
1055292,241049,I,2
1055292,524197,I,3
1055292,3693309,I,4
1055369,479471,I,1
1055369,1083271,I,2
1055369,241049,I,3
1055369,879085,I,4
1057500,151,I,1
1057500,354,I,2
1057500,450961,I,3
1057500,595680,I,4
1058017,315041,I,1
1058017,4950,I,2
1058017,1706767,I,3
1058017,127373,I,4
1059786,479471,I,1
1059786,1157358,I,2
1059786,206257,I,3
1059786,4821,I,4
1060277,1036181,I,1
1060277,1140300,I,2
1060277,135221,I,3
1060277,2554352,I,4
1063669,900915,I,1
1063669,1035643,I,2
1063669,726262,I,3
1063669,1457472,I,4
1064899,103797,I,1
1064899,534822,I,2
1064899,3461801,I,3
1064899,1227481,I,4
1065073,1294664,I,1
1065073,99,I,2
1065073,160,I,3
1065073,6567391,I,4
1067106,120,I,1
1067106,198,I,2
1067106,147,I,3
1067106,884313,I,4
1067583,1500155,I,1
1067583,702,I,2
1067583,910607,I,3
1067583,773973,I,4
1068641,234,I,1
1068641,179173,I,2
1068641,946962,I,3
1068641,677,I,4
1068649,218,I,1
1068649,959113,I,2
1068649,371891,I,3
1068649,344932,I,4
1068678,1264,I,1
1068678,6958,I,2
1068678,159776,I,3
1068678,523568,I,4
1068680,120,I,1
1068680,221046,I,2
1068680,177896,I,3
1068680,383422,I,4
1069238,609403,I,1
1069238,386414,I,2
1069238,945734,I,3
1069238,949097,I,4
1070874,1519666,I,1
1070874,5189784,I,2
1070874,56187,I,3
1070874,834989,I,4
1071875,115,I,1
1071875,1354,I,2
1071875,252961,I,3
1071875,686376,I,4
1072748,545,I,1
1072748,3512758,I,2
1072748,7073477,I,3
1072748,164809,I,4
1073498,536630,I,1
1073498,1757,I,2
1073498,1182,I,3
1073498,205772,I,4
1073507,4395,I,1
1073507,547800,I,2
1073507,1218621,I,3
1073507,771414,I,4
1074638,185819,I,1
1074638,849,I,2
1074638,365140,I,3
1074638,1132,I,4
1075419,329,I,1
1075419,847562,I,2
1075419,943079,I,3
1075419,1292891,I,4
1075747,982,I,1
1075747,1083271,I,2
1075747,518,I,3
1075747,1055413,I,4
1077248,4429,I,1
1077248,1267008,I,2
1077248,1817397,I,3
1077248,1778703,I,4
1077258,535,I,1
1077258,135585,I,2
1077258,982,I,3
1077258,5420,I,4
1078588,139,I,1
1078588,1113550,I,2
1078588,285,I,3
1078588,1063878,I,4
1078912,1774,I,1
1078912,5562,I,2
1078912,10736,I,3
1078912,279,I,4
1078940,681,I,1
1078940,15196,I,2
1078940,269463,I,3
1078940,867,I,4
1082601,1475594,I,1
1082601,5024,I,2
1082601,350079,I,3
1082601,1748489,I,4
1082868,1358539,I,1
1082868,4996,I,2
1082868,1551922,I,3
1082868,379596,I,4
1082886,669681,I,1
1082886,1426,I,2
1082886,1880888,I,3
1082886,463,I,4
1083452,5473782,I,1
1083452,413168,I,2
1083452,8030441,I,3
1083452,366846,I,4
1084972,6795,I,1
1084972,1779702,I,2
1084972,451396,I,3
1084972,620636,I,4
1085779,1491631,I,1
1085779,2247245,I,2
1085779,1997480,I,3
1085779,1632,I,4
1086761,2835957,I,1
1086761,2578007,I,2
1086761,1966407,I,3
1086761,1728539,I,4
1086772,1191,I,1
1086772,106,I,2
1086772,1018488,I,3
1086772,5265,I,4
1087578,8346,I,1
1087578,622407,I,2
1087578,1645591,I,3
1087578,847146,I,4
1091191,242,I,1
1091191,2018237,I,2
1091191,386472,I,3
1091191,4936,I,4
1091722,251986,I,1
1091722,829576,I,2
1091722,5351,I,3
1091722,771414,I,4
1091909,84370,I,1
1091909,431420,I,2
1091909,186030,I,3
1091909,1649782,I,4
1093370,1372788,I,1
1093370,4626,I,2
1093370,1595577,I,3
1093370,802107,I,4
1093908,279545,I,1
1093908,199215,I,2
1093908,1269983,I,3
1093908,349,I,4
1094229,1083338,I,1
1094229,426841,I,2
1094229,1382242,I,3
1094229,912040,I,4
1095174,250,I,1
1095174,1065,I,2
1095174,266441,I,3
1095174,799777,I,4
1095217,115,I,1
1095217,578949,I,2
1095217,2963760,I,3
1095217,174,I,4
1098327,154226,I,1
1098327,551346,I,2
1098327,334,I,3
1098327,2536,I,4
1099212,829576,I,1
1099212,1500155,I,2
1099212,121605,I,3
1099212,1020124,I,4
1100089,136797,I,1
1100089,1475594,I,2
1100089,749263,I,3
1100089,603,I,4
1103153,1337,I,1
1103153,5110,I,2
1103153,633,I,3
1103153,1573,I,4
1103987,459,I,1
1103987,69109,I,2
1103987,437283,I,3
1103987,726360,I,4
1104001,313,I,1
1104001,1330560,I,2
1104001,1312575,I,3
1104001,310,I,4
1109624,95017,I,1
1109624,1020089,I,2
1109624,910278,I,3
1109624,980,I,4
1111422,243,I,1
1111422,237,I,2
1111422,350079,I,3
1111422,2963873,I,4
1114740,416673,I,1
1114740,1218757,I,2
1114740,1724323,I,3
1114740,2263115,I,4
1117385,1151,I,1
1117385,629653,I,2
1117385,3057328,I,3
1117385,271,I,4
1119646,302108,I,1
1119646,177896,I,2
1119646,58581,I,3
1119646,1159180,I,4
1120985,331516,I,1
1120985,931329,I,2
1120985,231283,I,3
1120985,3504430,I,4
1121096,1602660,I,1
1121096,194,I,2
1121096,313,I,3
1121096,2539953,I,4
1121931,5458,I,1
1121931,5442,I,2
1121931,4286,I,3
1121931,948267,I,4
1121977,915208,I,1
1121977,906,I,2
1121977,913488,I,3
1121977,1631380,I,4
1124037,190,I,1
1124037,1813221,I,2
1124037,991810,I,3
1124037,5392,I,4
1124373,402271,I,1
1124373,5408,I,2
1124373,95478,I,3
1124373,167649,I,4
1125849,620,I,1
1125849,673,I,2
1125849,939697,I,3
1125849,546797,I,4
1126590,10736,I,1
1126590,910607,I,2
1126590,396812,I,3
1126590,1269983,I,4
1126591,333,I,1
1126591,4694,I,2
1126591,1086,I,3
1126591,199312,I,4
1126596,164929,I,1
1126596,1307940,I,2
1126596,212563,I,3
1126596,2760664,I,4
1126618,1046097,I,1
1126618,148,I,2
1126618,473,I,3
1126618,63800,I,4
1127180,517844,I,1
1127180,519043,I,2
1127180,515207,I,3
1127180,712404,I,4
1127715,2103508,I,1
1127715,2588226,I,2
1127715,2861211,I,3
1127715,3370835,I,4
1127896,1336595,I,1
1127896,329094,I,2
1127896,382503,I,3
1127896,1767,I,4
1128075,2597963,I,1
1128075,2098603,I,2
1128075,2747232,I,3
1128075,2676743,I,4
1129423,131647,I,1
1129423,2814621,I,2
1129423,2848533,I,3
1129423,2848787,I,4
1129442,5458,I,1
1129442,460694,I,2
1129442,3130063,I,3
1129442,75710,I,4
1129445,5476,I,1
1129445,152,I,2
1129445,191,I,3
1129445,1172,I,4
1130080,354,I,1
1130080,355024,I,2
1130080,652663,I,3
1130080,3488879,I,4
1130884,138,I,1
1130884,607865,I,2
1130884,749263,I,3
1130884,1426,I,4
1131724,401264,I,1
1131724,1954240,I,2
1131724,2730580,I,3
1131724,914113,I,4
1131729,450,I,1
1131729,631490,I,2
1131729,296545,I,3
1131729,352905,I,4
1131734,1083271,I,1
1131734,1086543,I,2
1131734,111013,I,3
1131734,2215447,I,4
1132290,565858,I,1
1132290,1162399,I,2
1132290,7210,I,3
1132290,1270095,I,4
1132626,666398,I,1
1132626,541908,I,2
1132626,68551,I,3
1132626,751018,I,4
1133985,5351,I,1
1133985,515116,I,2
1133985,765597,I,3
1133985,835016,I,4
1133991,160,I,1
1133991,749263,I,2
1133991,329023,I,3
1133991,1605,I,4
1134629,705,I,1
1134629,273,I,2
1134629,82802,I,3
1134629,213,I,4
1135092,207218,I,1
1135092,220976,I,2
1135092,836681,I,3
1135092,1049982,I,4
1135487,210,I,1
1135487,654110,I,2
1135487,929489,I,3
1135487,316079,I,4
1135503,10736,I,1
1135503,658,I,2
1135503,582149,I,3
1135503,1804,I,4
1135985,958430,I,1
1135985,241173,I,2
1135985,1468739,I,3
1135985,5188,I,4
1136608,1663205,I,1
1136608,3107870,I,2
1136608,2271261,I,3
1136608,1410076,I,4
1137450,246,I,1
1137450,352,I,2
1137450,223,I,3
1137450,6714979,I,4
1139328,191,I,1
1139328,112,I,2
1139328,931404,I,3
1139328,1256532,I,4
1139668,951148,I,1
1139668,198,I,2
1139668,1544217,I,3
1139668,328709,I,4
1140100,2156569,I,1
1140100,776239,I,2
1140100,224007,I,3
1140100,152839,I,4
1142977,213,I,1
1142977,1573,I,2
1142977,1737,I,3
1142977,1445,I,4
1144884,1214657,I,1
1144884,20739,I,2
1144884,278767,I,3
1144884,2092545,I,4
1148204,267812,I,1
1148204,765597,I,2
1148204,2265157,I,3
1148204,1634,I,4
1149361,200702,I,1
1149361,244707,I,2
1149361,548169,I,3
1149361,603446,I,4
1149362,3041056,I,1
1149362,414272,I,2
1149362,2914059,I,3
1149362,876300,I,4
1152398,1641117,I,1
1152398,1227814,I,2
1152398,1581,I,3
1152398,103299,I,4
1152836,288,I,1
1152836,136,I,2
1152836,831601,I,3
1152836,164809,I,4
1153706,5541,I,1
1153706,915465,I,2
1153706,2104193,I,3
1153706,915458,I,4
1155056,748620,I,1
1155056,781981,I,2
1155056,429069,I,3
1155056,1901220,I,4
1155076,329,I,1
1155076,1535523,I,2
1155076,378245,I,3
1155076,3924219,I,4
1156398,251986,I,1
1156398,1297015,I,2
1156398,437,I,3
1156398,1113550,I,4
1160419,3154303,I,1
1160419,272581,I,2
1160419,3918035,I,3
1160419,1209966,I,4
1161864,1524440,I,1
1161864,164,I,2
1161864,1354,I,3
1161864,103797,I,4
1164999,849,I,1
1164999,3159825,I,2
1164999,3904817,I,3
1164999,3127008,I,4
1170358,5212,I,1
1170358,293509,I,2
1170358,35514,I,3
1170358,832792,I,4
1171701,1759049,I,1
1171701,3103879,I,2
1171701,2461192,I,3
1171701,3104035,I,4
1172049,350453,I,1
1172049,915208,I,2
1172049,177933,I,3
1172049,6237346,I,4
1172233,680983,I,1
1172233,106,I,2
1172233,1325419,I,3
1172233,3080981,I,4
1172570,362766,I,1
1172570,1433549,I,2
1172570,1568589,I,3
1172570,3032715,I,4
1174730,412,I,1
1174730,523,I,2
1174730,1711829,I,3
1174730,607865,I,4
1174732,1659547,I,1
1174732,765597,I,2
1174732,547,I,3
1174732,931404,I,4
1174954,580444,I,1
1174954,183750,I,2
1174954,1154161,I,3
1174954,1886746,I,4
1175709,331516,I,1
1175709,379,I,2
1175709,1449,I,3
1175709,1143816,I,4
1176740,1024677,I,1
1176740,748973,I,2
1176740,5049,I,3
1176740,252238,I,4
1178180,236519,I,1
1178180,3006131,I,2
1178180,71818,I,3
1178180,1776820,I,4
1178663,939697,I,1
1178663,202970,I,2
1178663,147147,I,3
1178663,111845,I,4
1179034,237,I,1
1179034,1667,I,2
1179034,810738,I,3
1179034,243983,I,4
1179056,355097,I,1
1179056,1913734,I,2
1179056,973177,I,3
1179056,1556320,I,4
1179794,146536,I,1
1179794,973652,I,2
1179794,733812,I,3
1179794,1516976,I,4
1179891,10075,I,1
1179891,454809,I,2
1179891,5445,I,3
1179891,2175732,I,4
1179933,422,I,1
1179933,935541,I,2
1179933,302330,I,3
1179933,341174,I,4
1182345,5377,I,1
1182345,228,I,2
1182345,1069800,I,3
1182345,3675884,I,4
1182921,12078,I,1
1182921,407296,I,2
1182921,1856057,I,3
1182921,421709,I,4
1183251,582462,I,1
1183251,848554,I,2
1183251,140,I,3
1183251,601376,I,4
1183276,674816,I,1
1183276,1285144,I,2
1183276,248254,I,3
1183276,714534,I,4
1183665,1200692,I,1
1183665,1017334,I,2
1183665,1482999,I,3
1183665,1782299,I,4
1183865,657,I,1
1183865,142206,I,2
1183865,1406239,I,3
1183865,1671257,I,4
1183923,1254,I,1
1183923,829576,I,2
1183923,502425,I,3
1183923,3861,I,4
1185266,992538,I,1
1185266,1401531,I,2
1185266,860380,I,3
1185266,1367450,I,4
1186356,672303,I,1
1186356,205289,I,2
1186356,671487,I,3
1186356,830891,I,4
1186367,1713653,I,1
1186367,950935,I,2
1186367,365140,I,3
1186367,3241804,I,4
1186830,1838,I,1
1186830,1540404,I,2
1186830,1209966,I,3
1186830,1678557,I,4
1187043,451148,I,1
1187043,534856,I,2
1187043,1587175,I,3
1187043,430817,I,4
1187064,313534,I,1
1187064,3620280,I,2
1187064,3815288,I,3
1187064,1168915,I,4
1188729,598,I,1
1188729,4936,I,2
1188729,1544217,I,3
1188729,1662644,I,4
1188996,451321,I,1
1188996,4418,I,2
1188996,2974366,I,3
1188996,1995953,I,4
1189073,104,I,1
1189073,25745,I,2
1189073,1693432,I,3
1189073,4650,I,4
1190080,131,I,1
1190080,628601,I,2
1190080,252230,I,3
1190080,1605,I,4
1190634,881631,I,1
1190634,4425051,I,2
1190634,1102278,I,3
1190634,3929195,I,4
1190689,4908,I,1
1190689,923266,I,2
