film,oseba,mesto
955346,230655,3
955346,815370,4
956038,178,1
956038,152,2
956038,5221,3
956038,205626,4
959329,4997,1
959329,5406,2
959329,856012,3
959329,896117,4
959337,138,1
959337,701,2
959337,280199,3
959337,745751,4
960144,1191,1
960144,1806,2
960144,4825,3
960144,841910,4
960731,1191,1
960731,5392,2
960731,1073,3
960731,1602,4
961097,1342060,1
961097,660854,2
961097,255362,3
961097,167388,4
961108,5351,1
961108,353,2
961108,1833,3
961108,5251,4
961722,835045,1
961722,781913,2
961722,1597498,3
961722,1507985,4
962826,1123476,1
962826,620657,2
962826,841448,3
962826,376860,4
963178,654110,1
963178,915208,2
963178,90,3
963178,860947,4
963194,649,1
963194,372117,2
963194,891786,3
963194,109208,4
963794,39162,1
963794,540441,2
963794,6958,3
963794,1377561,4
963966,115,1
963966,59431,2
963966,547,3
963966,1954240,4
964185,1252,1
964185,2403277,2
964185,893941,3
964185,702379,4
964516,1231899,1
964516,2144007,2
964516,2585918,3
964516,451170,4
964517,242,1
964517,288,2
964517,10736,3
964517,502425,4
964539,192,1
964539,893257,2
964539,1218757,3
964539,922995,4
964587,1506908,1
964587,391,2
964587,2605345,3
964587,2092886,4
965394,850102,1
965394,242903,2
965394,382216,3
965394,730455,4
968264,705,1
968264,564215,2
968264,929489,3
968264,177,4
970179,2633535,1
970179,1631269,2
970179,489,3
970179,1426,4
970411,1519680,1
970411,429363,2
970411,195,3
970411,752379,4
970416,206,1
970416,124,2
970416,870,3
970416,1535523,4
970452,700856,1
970452,1884,2
970452,1248393,3
970452,592,4
970866,1774,1
970866,1632,2
970866,134,3
970866,5562,4
971209,170,1
971209,1872,2
971209,648249,3
971209,760989,4
972412,5532,1
972412,11882,2
972412,834380,3
972412,4875,4
974015,255,1
974015,2933757,2
974015,597388,3
974015,3009232,4
974554,1426,1
974554,4851,2
974554,165101,3
974554,454,4
974661,1374980,1
974661,1612,2
974661,5182,3
974661,502073,4
975645,164,1
975645,545,2
975645,424060,3
975645,396812,4
976014,241173,1
976014,1974920,2
976014,334561,3
976014,1482818,4
976192,5079,1
976192,327,2
976192,495450,3
976192,217221,4
978759,502425,1
978759,1130728,2
978759,1668208,3
978759,1574,4
978762,1057,1
978762,450,2
978762,51509,3
978762,402032,4
979432,114,1
979432,531808,2
979432,788335,3
979432,924154,4
980970,1602660,1
980970,1342727,2
980970,1670137,3
980970,2401020,4
981227,148418,1
981227,993507,2
981227,1683094,3
981227,1969169,4
983213,594647,1
983213,2710673,2
983213,1178570,3
983213,2794388,4
983514,1451059,1
983514,807368,2
983514,1112616,3
983514,4014969,4
983983,1017994,1
983983,816950,2
983983,916432,3
983983,361957,4
985344,1920556,1
985344,1943661,2
985344,476678,3
985344,473873,4
985694,1803,1
985694,735442,2
985694,134,3
985694,4695,4
986233,334324,1
986233,2565,2
986233,589665,3
986233,573054,4
986263,246,1
986263,593664,2
986263,609,3
986263,683253,4
986264,2594301,1
986264,451148,2
986264,1538116,3
986264,1479650,4
988045,375,1
988045,179,2
988045,1046097,3
988045,835016,4
988047,332,1
988047,1602,2
988047,659544,3
988047,846548,4
988595,1337,1
988595,5188,2
988595,15196,3
988595,450116,4
988824,847594,1
988824,281068,2
988824,1512156,3
988824,1468944,4
989757,1475594,1
989757,1086543,2
989757,420955,3
989757,1794,4
990407,736622,1
990407,1727100,2
990407,910607,3
990407,139,4
992911,947447,1
992911,465503,2
992911,514998,3
992911,628877,4
993840,1176985,1
993840,3480246,2
993840,478886,3
993840,1165044,4
993842,1519680,1
993842,949,2
993842,51509,3
993842,3043279,4
993846,138,1
993846,1706767,2
993846,3053338,3
993846,190,4
995031,474774,1
995031,1799038,2
995031,1832004,3
995031,665349,4
995039,315041,1
995039,1427,2
995039,495,3
995039,1994167,4
997152,4778,1
997152,1544217,2
997152,1845,3
997152,1192254,4
1000734,684877,1
1000734,325221,2
1000734,526724,3
1000734,534772,4
1000774,572,1
1000774,326,2
1000774,633223,3
1000774,4862,4
1001482,1057,1
1001482,179173,2
1001482,1679669,3
1001482,1507857,4
1001508,329481,1
1001508,98,2
1001508,124,3
1001508,2079681,4
1007028,736622,1
1007028,6969,2
1007028,732497,3
1007028,66144,4
1007029,658,1
1007029,980,2
1007029,1290,3
1007029,114742,4
1010048,2353862,1
1010048,2951768,2
1010048,795661,3
1010048,438463,4
1013743,129,1
1013743,139,2
1013743,765597,3
1013743,3244,4
1013752,4874,1
1013752,908094,2
1013752,735442,3
1013752,108287,4
1013753,576,1
1013753,982,2
1013753,386472,3
1013753,526019,4
1013860,746125,1
1013860,1715194,2
1013860,403134,3
1013860,4875,4
1014759,1985859,1
1014759,136,2
1014759,307,3
1014759,4266,4
1014763,362766,1
1014763,198,2
1014763,636426,3
1014763,1172478,4
1014775,106,1
1014775,520064,2
1014775,5305,3
1014775,136572,4
1017460,4778,1
1017460,1631,2
1017460,152035,3
1017460,1682412,4
1019452,836121,1
1019452,454236,2
1019452,3102689,3
1019452,577329,4
1020072,654648,1
1020072,252238,2
1020072,1856,3
1020072,929489,4
1020530,717709,1
1020530,1055413,2
1020530,255108,3
1020530,1925239,4
1020558,1055413,1
1020558,922035,2
1020558,1385871,3
1020558,936591,4
1020773,300,1
1020773,1468516,2
1020773,140643,3
1020773,622145,4
1020885,1524,1
1020885,179479,2
1020885,1769728,3
1020885,1278926,4
1022603,221046,1
1022603,330687,2
1022603,34309,3
1022603,1631269,4
1023111,267511,1
1023111,5023,2
1023111,1720028,3
1023111,1544217,4
1023114,836343,1
1023114,438,2
1023114,268199,3
1023114,1058007,4
1023481,1382207,1
1023481,263759,2
1023481,144260,3
1023481,1782560,4
1024255,731075,1
1024255,1644,2
1024255,1670,3
1024255,1943692,4
1024648,255,1
1024648,186505,2
1024648,422,3
1024648,273,4
1024715,5377,1
1024715,1378,2
1024715,531808,3
1024715,2659660,4
1025100,226,1
1025100,935541,2
1025100,654110,3
1025100,938950,4
1027718,479471,1
1027718,140,2
1027718,1659547,3
1027718,982,4
1028528,621,1
1028528,1057928,2
1028528,206257,3
1028528,1089685,4
1028532,152,1
1028532,260,2
1028532,846480,3
1028532,2105255,4
1029120,5561,1
1029120,593664,2
1029120,520064,3
1029120,56770,4
1029231,4335,1
1029231,1059103,2
1029231,1231899,3
1029231,2144007,4
1029234,1662011,1
1029234,1227864,2
1029234,126743,3
1029234,869590,4
1029360,5377,1
1029360,1679669,2
1029360,4149623,3
1029360,3061574,4
1032751,417520,1
1032751,98378,2
1032751,1691,3
1032751,396812,4
1032856,299924,1
1032856,253813,2
1032856,2759746,3
1032856,622384,4
1033643,139,1
1033643,5110,2
1033643,1117791,3
1033643,1128572,4
1034032,124930,1
1034032,355910,2
1034032,524839,3
1034032,5520,4
1034303,185819,1
1034303,630,2
1034303,68260,3
1034303,1111968,4
1034314,1087430,1
1034314,456130,2
1034314,653248,3
1034314,1424,4
1034331,134,1
1034331,199,2
1034331,1303,3
1034331,1265067,4
1034389,1475594,1
1034389,68260,2
1034389,661,3
1034389,351495,4
1034415,1631269,1
1034415,842770,2
1034415,382566,3
1034415,1728249,4
1037218,185819,1
1037218,1002662,2
1037218,1073992,3
1037218,931404,4
1037705,243,1
1037705,5109,2
1037705,829032,3
1037705,198,4
1038686,79273,1
1038686,598,2
1038686,1165,3
1038686,85407,4
1038919,98,1
1038919,124930,2
1038919,1631320,3
1038919,307534,4
1038988,892299,1
1038988,970337,2
1038988,1970851,3
1038988,744485,4
1041829,113,1
1041829,5351,2
1041829,5460,3
1041829,5266,4
1043726,1553725,1
1043726,4719349,2
1043726,12078,3
1043726,1861467,4
1043813,4154798,1
1043813,2993012,2
1043813,3994407,3
1043813,7509279,4
1045658,177896,1
1045658,2225369,2
1045658,134,3
1045658,915865,4
1045772,120,1
1045772,191,2
1045772,5182,3
1045772,763928,4
1045778,85312,1
1045778,148418,2
1045778,1312575,3
1045778,1624,4
1046173,598,1
1046173,1475594,2
1046173,5541,3
1046173,15382,4
1047540,345,1
1047540,541,2
1047540,673,3
1047540,779866,4
1049402,290556,1
1049402,745403,2
1049402,2062720,3
1049402,3117836,4
1049413,799,1
1049413,2973712,2
1049413,1652,3
1049413,1626,4
1051220,2581521,1
1051220,1419440,2
1051220,71847,3
1051220,3472898,4
1051904,85312,1
1051904,1910255,2
1051904,3843467,3
1051904,2619114,4
1051906,5253,1
1051906,2719825,2
1051906,2976830,3
1051906,388038,4
1053424,179,1
1053424,1845,2
1053424,103797,3
1053424,630,4
1054580,3094966,1
1054580,5101259,2
1054580,5101419,3
1054580,5100267,4
1054606,1626,1
1054606,2178959,2
1054606,5132,3
1054606,1940449,4
1055292,1337,1
1055292,241049,2
1055292,524197,3
1055292,3693309,4
1055369,479471,1
1055369,1083271,2
1055369,241049,3
1055369,879085,4
1057500,151,1
1057500,354,2
1057500,450961,3
1057500,595680,4
1058017,315041,1
1058017,4950,2
1058017,1706767,3
1058017,127373,4
1059786,479471,1
1059786,1157358,2
1059786,206257,3
1059786,4821,4
1060277,1036181,1
1060277,1140300,2
1060277,135221,3
1060277,2554352,4
1063669,900915,1
1063669,1035643,2
1063669,726262,3
1063669,1457472,4
1064899,103797,1
1064899,534822,2
1064899,3461801,3
1064899,1227481,4
1065073,1294664,1
1065073,99,2
1065073,160,3
1065073,6567391,4
1067106,120,1
1067106,198,2
1067106,147,3
1067106,884313,4
1067583,1500155,1
1067583,702,2
1067583,910607,3
1067583,773973,4
1068641,234,1
1068641,179173,2
1068641,946962,3
1068641,677,4
1068649,218,1
1068649,959113,2
1068649,371891,3
1068649,344932,4
1068678,1264,1
1068678,6958,2
1068678,159776,3
1068678,523568,4
1068680,120,1
1068680,221046,2
1068680,177896,3
1068680,383422,4
1069238,609403,1
1069238,386414,2
1069238,945734,3
1069238,949097,4
1070874,1519666,1
1070874,5189784,2
1070874,56187,3
1070874,834989,4
1071875,115,1
1071875,1354,2
1071875,252961,3
1071875,686376,4
1072748,545,1
1072748,3512758,2
1072748,7073477,3
1072748,164809,4
1073498,536630,1
1073498,1757,2
1073498,1182,3
1073498,205772,4
1073507,4395,1
1073507,547800,2
1073507,1218621,3
1073507,771414,4
1074638,185819,1
1074638,849,2
1074638,365140,3
1074638,1132,4
1075419,329,1
1075419,847562,2
1075419,943079,3
1075419,1292891,4
1075747,982,1
1075747,1083271,2
1075747,518,3
1075747,1055413,4
1077248,4429,1
1077248,1267008,2
1077248,1817397,3
1077248,1778703,4
1077258,535,1
1077258,135585,2
1077258,982,3
1077258,5420,4
1078588,139,1
1078588,1113550,2
1078588,285,3
1078588,1063878,4
1078912,1774,1
1078912,5562,2
1078912,10736,3
1078912,279,4
1078940,681,1
1078940,15196,2
1078940,269463,3
1078940,867,4
1082601,1475594,1
1082601,5024,2
1082601,350079,3
1082601,1748489,4
1082868,1358539,1
1082868,4996,2
1082868,1551922,3
1082868,379596,4
1082886,669681,1
1082886,1426,2
1082886,1880888,3
1082886,463,4
1083452,5473782,1
1083452,413168,2
1083452,8030441,3
1083452,366846,4
1084972,6795,1
1084972,1779702,2
1084972,451396,3
1084972,620636,4
1085779,1491631,1
1085779,2247245,2
1085779,1997480,3
1085779,1632,4
1086761,2835957,1
1086761,2578007,2
1086761,1966407,3
1086761,1728539,4
1086772,1191,1
1086772,106,2
1086772,1018488,3
1086772,5265,4
1087578,8346,1
1087578,622407,2
1087578,1645591,3
1087578,847146,4
1091191,242,1
1091191,2018237,2
1091191,386472,3
1091191,4936,4
1091722,251986,1
1091722,829576,2
1091722,5351,3
1091722,771414,4
1091909,84370,1
1091909,431420,2
1091909,186030,3
1091909,1649782,4
1093370,1372788,1
1093370,4626,2
1093370,1595577,3
1093370,802107,4
1093908,279545,1
1093908,199215,2
1093908,1269983,3
1093908,349,4
1094229,1083338,1
1094229,426841,2
1094229,1382242,3
1094229,912040,4
1095174,250,1
1095174,1065,2
1095174,266441,3
1095174,799777,4
1095217,115,1
1095217,578949,2
1095217,2963760,3
1095217,174,4
1098327,154226,1
1098327,551346,2
1098327,334,3
1098327,2536,4
1099212,829576,1
1099212,1500155,2
1099212,121605,3
1099212,1020124,4
1100089,136797,1
1100089,1475594,2
1100089,749263,3
1100089,603,4
1103153,1337,1
1103153,5110,2
1103153,633,3
1103153,1573,4
1103987,459,1
1103987,69109,2
1103987,437283,3
1103987,726360,4
1104001,313,1
1104001,1330560,2
1104001,1312575,3
1104001,310,4
1109624,95017,1
1109624,1020089,2
1109624,910278,3
1109624,980,4
1111422,243,1
1111422,237,2
1111422,350079,3
1111422,2963873,4
1114740,416673,1
1114740,1218757,2
1114740,1724323,3
1114740,2263115,4
1117385,1151,1
1117385,629653,2
1117385,3057328,3
1117385,271,4
1119646,302108,1
1119646,177896,2
1119646,58581,3
1119646,1159180,4
1120985,331516,1
1120985,931329,2
1120985,231283,3
1120985,3504430,4
1121096,1602660,1
1121096,194,2
1121096,313,3
1121096,2539953,4
1121931,5458,1
1121931,5442,2
1121931,4286,3
1121931,948267,4
1121977,915208,1
1121977,906,2
1121977,913488,3
1121977,1631380,4
1124037,190,1
1124037,1813221,2
1124037,991810,3
1124037,5392,4
1124373,402271,1
1124373,5408,2
1124373,95478,3
1124373,167649,4
1125849,620,1
1125849,673,2
1125849,939697,3
1125849,546797,4
1126590,10736,1
1126590,910607,2
1126590,396812,3
1126590,1269983,4
1126591,333,1
1126591,4694,2
1126591,1086,3
1126591,199312,4
1126596,164929,1
1126596,1307940,2
1126596,212563,3
1126596,2760664,4
1126618,1046097,1
1126618,148,2
1126618,473,3
1126618,63800,4
1127180,517844,1
1127180,519043,2
1127180,515207,3
1127180,712404,4
1127715,2103508,1
1127715,2588226,2
1127715,2861211,3
1127715,3370835,4
1127896,1336595,1
1127896,329094,2
1127896,382503,3
1127896,1767,4
1128075,2597963,1
1128075,2098603,2
1128075,2747232,3
1128075,2676743,4
1129423,131647,1
1129423,2814621,2
1129423,2848533,3
1129423,2848787,4
1129442,5458,1
1129442,460694,2
1129442,3130063,3
1129442,75710,4
1129445,5476,1
1129445,152,2
1129445,191,3
1129445,1172,4
1130080,354,1
1130080,355024,2
1130080,652663,3
1130080,3488879,4
1130884,138,1
1130884,607865,2
1130884,749263,3
1130884,1426,4
1131724,401264,1
1131724,1954240,2
1131724,2730580,3
1131724,914113,4
1131729,450,1
1131729,631490,2
1131729,296545,3
1131729,352905,4
1131734,1083271,1
1131734,1086543,2
1131734,111013,3
1131734,2215447,4
1132290,565858,1
1132290,1162399,2
1132290,7210,3
1132290,1270095,4
1132626,666398,1
1132626,541908,2
1132626,68551,3
1132626,751018,4
1133985,5351,1
1133985,515116,2
1133985,765597,3
1133985,835016,4
1133991,160,1
1133991,749263,2
1133991,329023,3
1133991,1605,4
1134629,705,1
1134629,273,2
1134629,82802,3
1134629,213,4
1135092,207218,1
1135092,220976,2
1135092,836681,3
1135092,1049982,4
1135487,210,1
1135487,654110,2
1135487,929489,3
1135487,316079,4
1135503,10736,1
1135503,658,2
1135503,582149,3
1135503,1804,4
1135985,958430,1
1135985,241173,2
1135985,1468739,3
1135985,5188,4
1136608,1663205,1
1136608,3107870,2
1136608,2271261,3
1136608,1410076,4
1137450,246,1
1137450,352,2
1137450,223,3
1137450,6714979,4
1139328,191,1
1139328,112,2
1139328,931404,3
1139328,1256532,4
1139668,951148,1
1139668,198,2
1139668,1544217,3
1139668,328709,4
1140100,2156569,1
1140100,776239,2
1140100,224007,3
1140100,152839,4
1142977,213,1
1142977,1573,2
1142977,1737,3
1142977,1445,4
1144884,1214657,1
1144884,20739,2
1144884,278767,3
1144884,2092545,4
1148204,267812,1
1148204,765597,2
1148204,2265157,3
1148204,1634,4
1149361,200702,1
1149361,244707,2
1149361,548169,3
1149361,603446,4
1149362,3041056,1
1149362,414272,2
1149362,2914059,3
1149362,876300,4
1152398,1641117,1
1152398,1227814,2
1152398,1581,3
1152398,103299,4
1152836,288,1
1152836,136,2
1152836,831601,3
1152836,164809,4
1153706,5541,1
1153706,915465,2
1153706,2104193,3
1153706,915458,4
1155056,748620,1
1155056,781981,2
1155056,429069,3
1155056,1901220,4
1155076,329,1
1155076,1535523,2
1155076,378245,3
1155076,3924219,4
1156398,251986,1
1156398,1297015,2
1156398,437,3
1156398,1113550,4
1160419,3154303,1
1160419,272581,2
1160419,3918035,3
1160419,1209966,4
1161864,1524440,1
1161864,164,2
1161864,1354,3
1161864,103797,4
1164999,849,1
1164999,3159825,2
1164999,3904817,3
1164999,3127008,4
1170358,5212,1
1170358,293509,2
1170358,35514,3
1170358,832792,4
1171701,1759049,1
1171701,3103879,2
1171701,2461192,3
1171701,3104035,4
1172049,350453,1
1172049,915208,2
1172049,177933,3
1172049,6237346,4
1172233,680983,1
1172233,106,2
1172233,1325419,3
1172233,3080981,4
1172570,362766,1
1172570,1433549,2
1172570,1568589,3
1172570,3032715,4
1174730,412,1
1174730,523,2
1174730,1711829,3
1174730,607865,4
1174732,1659547,1
1174732,765597,2
1174732,547,3
1174732,931404,4
1174954,580444,1
1174954,183750,2
1174954,1154161,3
1174954,1886746,4
1175709,331516,1
1175709,379,2
1175709,1449,3
1175709,1143816,4
1176740,1024677,1
1176740,748973,2
1176740,5049,3
1176740,252238,4
1178180,236519,1
1178180,3006131,2
1178180,71818,3
1178180,1776820,4
1178663,939697,1
1178663,202970,2
1178663,147147,3
1178663,111845,4
1179034,237,1
1179034,1667,2
1179034,810738,3
1179034,243983,4
1179056,355097,1
1179056,1913734,2
1179056,973177,3
1179056,1556320,4
1179794,146536,1
1179794,973652,2
1179794,733812,3
1179794,1516976,4
1179891,10075,1
1179891,454809,2
1179891,5445,3
1179891,2175732,4
1179933,422,1
1179933,935541,2
1179933,302330,3
1179933,341174,4
1182345,5377,1
1182345,228,2
1182345,1069800,3
1182345,3675884,4
1182921,12078,1
1182921,407296,2
1182921,1856057,3
1182921,421709,4
1183251,582462,1
1183251,848554,2
1183251,140,3
1183251,601376,4
1183276,674816,1
1183276,1285144,2
1183276,248254,3
1183276,714534,4
1183665,1200692,1
1183665,1017334,2
1183665,1482999,3
1183665,1782299,4
1183865,657,1
1183865,142206,2
1183865,1406239,3
1183865,1671257,4
1183923,1254,1
1183923,829576,2
1183923,502425,3
1183923,3861,4
1185266,992538,1
1185266,1401531,2
1185266,860380,3
1185266,1367450,4
1186356,672303,1
1186356,205289,2
1186356,671487,3
1186356,830891,4
1186367,1713653,1
1186367,950935,2
1186367,365140,3
1186367,3241804,4
1186830,1838,1
1186830,1540404,2
1186830,1209966,3
1186830,1678557,4
1187043,451148,1
1187043,534856,2
1187043,1587175,3
1187043,430817,4
1187064,313534,1
1187064,3620280,2
1187064,3815288,3
1187064,1168915,4
1188729,598,1
1188729,4936,2
1188729,1544217,3
1188729,1662644,4
1188996,451321,1
1188996,4418,2
1188996,2974366,3
1188996,1995953,4
1189073,104,1
1189073,25745,2
1189073,1693432,3
1189073,4650,4
1190080,131,1
1190080,628601,2
1190080,252230,3
1190080,1605,4
1190634,881631,1
1190634,4425051,2
1190634,1102278,3
1190634,3929195,4
1190689,4908,1
1190689,923266,2
1190689,776584,3
1190689,1047883,4
1191111,1140926,1
1191111,209289,2
1191111,3026521,3
1191111,2728054,4
1193138,123,1
1193138,267812,2
1193138,447695,3
1193138,867,4
1193516,2201881,1
1193516,2943188,2
1193516,959889,3
1193516,2900622,4
1193631,1801800,1
1193631,2463696,2
1193631,1782560,3
1193631,1351987,4
1194173,719637,1
1194173,1838,2
1194173,1570,3
1194173,1277,4
1194238,309945,1
1194238,399424,2
1194238,888468,3
1194238,914234,4
1194263,380,1
1194263,195,2
1194263,651,3
1194263,85407,4
1195478,781981,1
1195478,1289434,2
1195478,695435,3
1195478,1555340,4
1196946,48932,1
1196946,677,2
1196946,1085727,3
1196946,1466859,4
1196956,179479,1
1196956,3789989,2
1196956,910278,3
1196956,538,4
1197624,124930,1
1197624,4937,2
1197624,4753,3
1197624,538,4
1198101,4335,1
1198101,605224,2
1198101,114344,3
1198101,2144007,4
1198138,461498,1
1198138,252961,2
1198138,5123,3
1198138,5278,4
1198156,5476,1
1198156,2536,2
1198156,241049,3
1198156,3715867,4
1199099,457,1
1199099,2959880,2
1199099,3010926,3
1199099,934014,4
1201167,1191,1
1201167,736622,2
1201167,5182,3
1201167,51509,4
1201607,705356,1
1201607,914612,2
1201607,342488,3
1201607,2091,4
1204340,611932,1
1204340,482311,2
1204340,4736095,3
1204340,5153144,4
1204342,10736,1
1204342,781981,2
1204342,177933,3
1204342,429069,4
1204975,134,1
1204975,140,2
1204975,151,3
1204975,177,4
1204977,4972453,1
1204977,4519628,2
1204977,2973326,3
1204977,5291376,4
1205489,142,1
1205489,3057402,2
1205489,1542291,3
1205489,3115704,4
1205537,1517976,1
1205537,126,2
1205537,461136,3
1205537,110,4
1206543,288,1
1206543,729,2
1206543,757855,3
1206543,437,4
1206885,230,1
1206885,891895,2
1206885,673824,3
1206885,56770,4
1210166,93,1
1210166,705,2
1210166,1706767,3
1210166,450,4
1211837,1212722,1
1211837,252230,2
1211837,1046097,3
1211837,938950,4
1212419,354,1
1212419,208426,2
1212419,397171,3
1212419,627245,4
1212428,402271,1
1212428,1500155,2
1212428,1092227,3
1212428,4043618,4
1212436,182,1
1212436,1533927,2
1212436,1143861,3
1212436,647638,4
1213641,331516,1
1213641,2946516,2
1213641,164809,3
1213641,151419,4
1213644,1182,1
1213644,591373,2
1213644,1440402,3
1213644,1782667,4
1213663,670408,1
1213663,296545,2
1213663,293509,3
1213663,683253,4
1214085,1154161,1
1214085,2978008,2
1214085,3670870,3
1214085,1931870,4
1216475,5562,1
1216475,1249256,2
1216475,323,3
1216475,607865,4
1216487,636426,1
1216487,638824,2
1216487,256890,3
1216487,27800,4
1216492,10736,1
1216492,328828,2
1216492,4395,3
1216492,1475,4
1217209,531808,1
1217209,175262,2
1217209,668,3
1217209,910278,4
1217613,1173,1
1217613,735442,2
1217613,5256,3
1217613,1913125,4
1219024,277213,1
1219024,1065664,2
1219024,838360,3
1219024,5030,4
1219289,177896,1
1219289,295484,2
1219289,180411,3
1219289,134,4
1219342,836343,1
1219342,915989,2
1219342,920992,3
1219342,1120593,4
1219827,424060,1
1219827,1561982,2
1219827,1429,3
1219827,300,4
1220198,170,1
1220198,480,2
1220198,1599,3
1220198,434444,4
1220617,3020713,1
1220617,118617,2
1220617,3002919,3
1220617,3022504,4
1220634,170,1
1220634,5123,2
1220634,589505,3
1220634,167649,4
1220888,206,1
1220888,267812,2
1220888,1001,3
1220888,339460,4
1226229,1706767,1
1226229,1258970,2
1226229,5253,3
1226229,126284,4
1226273,154,1
1226273,935653,2
1226273,396812,3
1226273,636942,4
1226681,565569,1
1226681,396515,2
1226681,2468050,3
1226681,19528,4
1226753,545,1
1226753,941777,2
1226753,929489,3
1226753,1354,4
1226774,390903,1
1226774,134922,2
1226774,1254,3
1226774,2227000,4
1228705,375,1
1228705,620,2
1228705,569,3
1228705,332,4
1228987,2240346,1
1228987,1631269,2
1228987,420955,3
1228987,120648,4
1229238,129,1
1229238,719637,2
1229238,670408,3
1229238,1745736,4
1229340,2071,1
1229340,775,2
1229340,748620,3
1229340,136797,4
1229822,1985859,1
1229822,1055413,2
1229822,68260,3
1229822,254332,4
1230385,1978402,1
1230385,2412823,2
1230385,1443295,3
1230385,2713055,4
1230414,658,1
1230414,188,2
1230414,285,3
1230414,1024677,4
1231460,266422,1
1231460,1437310,2
1231460,383492,3
1231460,1506981,4
1231583,375,1
1231583,302108,2
1231583,1157358,3
1231583,4937,4
1231586,837177,1
1231586,4753,2
1231586,479527,3
1231586,1128572,4
1231587,131,1
1231587,1117791,2
1231587,732497,3
1231587,241173,4
1232200,1191,1
1232200,1676221,2
1232200,1015262,3
1232200,215,4
1232320,144187,1
1232320,330913,2
1232320,1204778,3
1232320,1248373,4
1232783,263759,1
1232783,932454,2
1232783,402,3
1232783,3338979,4
1232829,1706767,1
1232829,1475594,2
1232829,1084,3
1232829,488953,4
1233227,68551,1
1233227,541908,2
1233227,1679,3
1233227,751018,4
1234548,191,1
1234548,123,2
1234548,228,3
1234548,313,4
1234719,1165110,1
1234719,1456970,2
1234719,1242688,3
1234719,669681,4
1235099,619,1
1235099,5559,2
1235099,385639,3
1235099,2834669,4
1235166,2588665,1
1235166,34390,2
1235166,1513288,3
1235166,3024530,4
1235522,242,1
1235522,128,2
1235522,1876,3
1235522,942482,4
1235547,364280,1
1235547,5577,2
1235547,1627969,3
1235547,805587,4
1236246,7968341,1
1236246,4555391,2
1236246,4722966,3
1236246,2821733,4
1238291,553,1
1238291,626362,2
1238291,1671512,3
1238291,3029799,4
1240982,1144419,1
1240982,204,2
1240982,290556,3
1240982,1727356,4
1241317,1822659,1
1241317,3147751,2
1241317,4960279,3
1241317,924154,4
1242422,869088,1
1242422,2975962,2
1242422,720277,3
1242422,608210,4
1242432,1713632,1
1242432,105226,2
1242432,397110,3
1242432,291881,4
1242460,842770,1
1242460,604,2
1242460,3009232,3
1242460,3838127,4
1243974,177896,1
1243974,1046097,2
1243974,1297015,3
1243974,285,4
1245112,3536229,1
1245112,892299,2
1245112,971334,3
1245112,143032,4
1245492,290556,1
1245492,1706767,2
1245492,736622,3
1245492,59431,4
1245526,246,1
1245526,545,2
1245526,151,3
1245526,571,4
1250777,1093951,1
1250777,115,2
1250777,1631269,3
1250777,113595,4
1253863,822982,1
1253863,1200692,2
1253863,372176,3
1253863,558548,4
1253864,147147,1
1253864,620,2
1253864,457,3
1253864,1151,4
1255913,5403,1
1255913,302108,2
1255913,1101,3
1255913,122688,4
1255953,44073,1
1255953,246386,2
1255953,309945,3
1255953,1323233,4
1258197,3065862,1
1258197,2110418,2
1258197,1812523,3
1258197,1125878,4
1259521,1393354,1
1259521,1165110,2
1259521,404307,3
1259521,469823,4
1259528,124930,1
1259528,1032567,2
1259528,6578009,3
1259528,1265067,4
1259571,829576,1
1259571,1500155,2
1259571,1210124,3
1259571,419363,4
1261945,572,1
1261945,326,2
1261945,4862,3
1261945,633223,4
1262416,117,1
1262416,1073,2
1262416,274,3
1262416,1423955,4
1263670,313,1
1263670,350454,2
1263670,268199,3
1263670,443856,4
1263750,25745,1
1263750,1388067,2
1263750,516272,3
1263750,632385,4
1264904,3569849,1
1264904,2092373,2
1264904,3569636,3
1264904,3559027,4
1267297,425005,1
1267297,457,2
1267297,574534,3
1267297,1212,4
1268799,671980,1
1268799,158626,2
1268799,439,3
1268799,652663,4
1270797,362766,1
1270797,931329,2
1270797,1981893,3
1270797,2020278,4
1270798,564215,1
1270798,1055413,2
1270798,2225369,3
1270798,102,4
1270835,364583,1
1270835,387987,2
1270835,865302,3
1270835,791487,4
1272878,243,1
1272878,242,2
1272878,1745736,3
1272878,200,4
1275863,451307,1
1275863,2138653,2
1275863,438501,3
1275863,451391,4
1276104,330687,1
1276104,246,2
1276104,1289434,3
1276104,200452,4
1277737,13037,1
1277737,1029,2
1277737,2236560,3
1277737,1041023,4
1277953,1774,1
1277953,586,2
1277953,1674,3
1277953,1710,4
1278340,1355643,1
1278340,2297067,2
1278340,803928,3
1278340,388473,4
1279024,1069584,1
1279024,1855014,2
1279024,394679,3
1279024,1203697,4
1279935,136797,1
1279935,275486,2
1279935,242,3
1279935,378245,4
1280558,451600,1
1280558,787462,2
1280558,768297,3
1280558,1670244,4
1282140,1297015,1
1282140,4789,2
1282140,46112,3
1282140,126004,4
1284575,139,1
1284575,781981,2
1284575,5493,3
1284575,700577,4
1285009,376716,1
1285009,376540,2
1285009,1933128,3
1285009,5730649,4
1285016,251986,1
1285016,1940449,2
1285016,5493,3
1285016,1913734,4
1285241,451321,1
1285241,525518,2
1285241,700875,3
1285241,1231899,4
1286039,1015,1
1286039,274371,2
1286039,1668284,3
1286039,1137028,4
1286677,1754321,1
1286677,1833525,2
1286677,959872,3
